method,fold,fwd_horizon,threshold_strong_sell,threshold_sell,threshold_buy,threshold_strong_buy,metadata
isotonic_calibrated,1,21,-80.0,50.0,60.0,80.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -50.0, -33.333333333333336, -25.0, 0.0, 66.66666666666667, 75.0, 100.0], ""y_thresholds"": [-0.021941018866464188, 0.010629874515048803, 0.010629874515048803, 0.029530062060671696, 0.029530062060671696, 0.032953861365984424, 0.032953861365984424, 0.033252931467626895, 0.033252931467626895]}"
topsis_category,1,21,-80.0,-65.033148,-40.098464,-30.0,"{""criteria"": [[0.07538390047166205, 0.8946424224357582, 0.013450395645197094, 0.0, 0.9367088607594937], [0.03653042299028806, 0.4469228552708367, 0.006035215741723502, 0.0, 0.980590717299578], [0.06920042330697733, 0.9193475059327857, 0.002443721278730937, 1.0, 0.20337552742616033], [0.004812904309285876, 0.05137962288967047, 0.0028437913347954535, 0.0, 0.8843881856540085]], ""criteria_weights"": ""equal""}"
topsis_action,1,21,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.6674816625916871, ""mean_utility"": 0.03292067813665233, ""n"": 409.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 409.0}, ""sell"": {""hit_rate"": 0.3056234718826406, ""mean_utility"": -0.03492067813665234, ""n"": 409.0}, ""strong_buy"": {""hit_rate"": 0.6674816625916871, ""mean_utility"": 0.03292067813665233, ""n"": 409.0}, ""strong_sell"": {""hit_rate"": 0.3056234718826406, ""mean_utility"": -0.03492067813665234, ""n"": 409.0}}, ""hold"": {""buy"": {""hit_rate"": 0.75, ""mean_utility"": 0.035287534589814464, ""n"": 72.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 72.0}, ""sell"": {""hit_rate"": 0.25, ""mean_utility"": -0.037287534589814465, ""n"": 72.0}, ""strong_buy"": {""hit_rate"": 0.75, ""mean_utility"": 0.035287534589814464, ""n"": 72.0}, ""strong_sell"": {""hit_rate"": 0.25, ""mean_utility"": -0.037287534589814465, ""n"": 72.0}}, ""sell"": {""buy"": {""hit_rate"": 0.6391304347826087, ""mean_utility"": 0.018734894831155334, ""n"": 230.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 230.0}, ""sell"": {""hit_rate"": 0.3521739130434783, ""mean_utility"": -0.020734894831155343, ""n"": 230.0}, ""strong_buy"": {""hit_rate"": 0.6391304347826087, ""mean_utility"": 0.018734894831155334, ""n"": 230.0}, ""strong_sell"": {""hit_rate"": 0.3521739130434783, ""mean_utility"": -0.020734894831155343, ""n"": 230.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.6242774566473989, ""mean_utility"": 0.03040771981347845, ""n"": 346.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 346.0}, ""sell"": {""hit_rate"": 0.33815028901734107, ""mean_utility"": -0.03240771981347845, ""n"": 346.0}, ""strong_buy"": {""hit_rate"": 0.6242774566473989, ""mean_utility"": 0.03040771981347845, ""n"": 346.0}, ""strong_sell"": {""hit_rate"": 0.33815028901734107, ""mean_utility"": -0.03240771981347845, ""n"": 346.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.5234375, ""mean_utility"": 0.014522673973971272, ""n"": 128.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 128.0}, ""sell"": {""hit_rate"": 0.453125, ""mean_utility"": -0.016522673973971273, ""n"": 128.0}, ""strong_buy"": {""hit_rate"": 0.5234375, ""mean_utility"": 0.014522673973971272, ""n"": 128.0}, ""strong_sell"": {""hit_rate"": 0.453125, ""mean_utility"": -0.016522673973971273, ""n"": 128.0}}}}"
ahp_topsis_prior,1,21,-80.0,-64.67473,-60.0,-58.81741,"{""criteria"": [[0.07538390047166205, 0.8946424224357582, 0.013450395645197094, 0.0, 0.9367088607594937], [0.03653042299028806, 0.4469228552708367, 0.006035215741723502, 0.0, 0.980590717299578], [0.06920042330697733, 0.9193475059327857, 0.002443721278730937, 1.0, 0.20337552742616033], [0.004812904309285876, 0.05137962288967047, 0.0028437913347954535, 0.0, 0.8843881856540085]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,2,21,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,2,21,-80.0,-75.0,-60.0,-50.0,{}
ridge_linear,2,21,-80.0,-30.0,-15.0,0.0,"{""feature_means"": {""momentum"": 12.741312741312742, ""oscillation"": -8.976833976833976, ""tendance"": 13.706563706563706, ""volume"": 22.104247104247104}, ""feature_stds"": {""momentum"": 98.07583153273717, ""oscillation"": 38.719640126768205, ""tendance"": 95.21380868811606, ""volume"": 90.88340612205086}}"
isotonic_calibrated,2,21,-80.0,-30.0,-15.0,0.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, -50.0, -25.0, 0.0, 100.0], ""y_thresholds"": [-0.009416578025269622, 0.002857655617068981, 0.00630064585217735, 0.013761828208954368, 0.013761828208954368, 0.019848707939238416, 0.019848707939238416]}"
topsis_category,2,21,-80.0,-60.0,-54.000817,-50.0,"{""criteria"": [[0.063377416637205, 1.3292452077714538, 0.008696968870135153, 1.0, 0.9253539253539254], [0.01445322489559971, 0.27880830286935043, 0.004971611416776477, 0.0, 0.9781209781209781], [0.07698105719865825, 1.7365084942783244, 0.0025238221190512448, 1.0, 0.157979407979408], [0.03458735420971438, 0.6706367201542701, 0.0062506409186754985, 0.0, 0.8748391248391248]], ""criteria_weights"": ""equal""}"
topsis_action,2,21,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.6074766355140186, ""mean_utility"": 0.019461423866260805, ""n"": 963.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 963.0}, ""sell"": {""hit_rate"": 0.36967808930425755, ""mean_utility"": -0.021461423866260806, ""n"": 963.0}, ""strong_buy"": {""hit_rate"": 0.6074766355140186, ""mean_utility"": 0.019461423866260805, ""n"": 963.0}, ""strong_sell"": {""hit_rate"": 0.36967808930425755, ""mean_utility"": -0.021461423866260806, ""n"": 963.0}}, ""hold"": {""buy"": {""hit_rate"": 0.6805555555555556, ""mean_utility"": 0.02807672075713541, ""n"": 216.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 216.0}, ""sell"": {""hit_rate"": 0.3055555555555556, ""mean_utility"": -0.030076720757135408, ""n"": 216.0}, ""strong_buy"": {""hit_rate"": 0.6805555555555556, ""mean_utility"": 0.02807672075713541, ""n"": 216.0}, ""strong_sell"": {""hit_rate"": 0.3055555555555556, ""mean_utility"": -0.030076720757135408, ""n"": 216.0}}, ""sell"": {""buy"": {""hit_rate"": 0.5805892547660312, ""mean_utility"": 0.01276182820895436, ""n"": 577.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 577.0}, ""sell"": {""hit_rate"": 0.4055459272097054, ""mean_utility"": -0.014761828208954364, ""n"": 577.0}, ""strong_buy"": {""hit_rate"": 0.5805892547660312, ""mean_utility"": 0.01276182820895436, ""n"": 577.0}, ""strong_sell"": {""hit_rate"": 0.4055459272097054, ""mean_utility"": -0.014761828208954364, ""n"": 577.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5768229166666666, ""mean_utility"": 0.015485041003836983, ""n"": 768.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 768.0}, ""sell"": {""hit_rate"": 0.3958333333333333, ""mean_utility"": -0.017485041003836983, ""n"": 768.0}, ""strong_buy"": {""hit_rate"": 0.5768229166666666, ""mean_utility"": 0.015485041003836983, ""n"": 768.0}, ""strong_sell"": {""hit_rate"": 0.3958333333333333, ""mean_utility"": -0.017485041003836983, ""n"": 768.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.5017123287671232, ""mean_utility"": 0.0017100322424902867, ""n"": 584.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 584.0}, ""sell"": {""hit_rate"": 0.4743150684931507, ""mean_utility"": -0.003710032242490288, ""n"": 584.0}, ""strong_buy"": {""hit_rate"": 0.5017123287671232, ""mean_utility"": 0.0017100322424902867, ""n"": 584.0}, ""strong_sell"": {""hit_rate"": 0.4743150684931507, ""mean_utility"": -0.003710032242490288, ""n"": 584.0}}}}"
ahp_topsis_prior,2,21,-80.0,-63.14111,-60.0,-50.0,"{""criteria"": [[0.063377416637205, 1.3292452077714538, 0.008696968870135153, 1.0, 0.9253539253539254], [0.01445322489559971, 0.27880830286935043, 0.004971611416776477, 0.0, 0.9781209781209781], [0.07698105719865825, 1.7365084942783244, 0.0025238221190512448, 1.0, 0.157979407979408], [0.03458735420971438, 0.6706367201542701, 0.0062506409186754985, 0.0, 0.8748391248391248]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,3,21,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,3,21,-80.0,-75.0,-66.666667,-60.0,{}
ridge_linear,3,21,-80.0,-30.0,30.0,50.0,"{""feature_means"": {""momentum"": 8.977189109639442, ""oscillation"": -7.333823890115281, ""tendance"": 10.816777041942604, ""volume"": 17.169487368162866}, ""feature_stds"": {""momentum"": 98.61866023638987, ""oscillation"": 35.19704742702808, ""tendance"": 95.3839949011829, ""volume"": 90.50878980080569}}"
isotonic_calibrated,3,21,-50.0,-15.0,15.0,50.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, 0.0, 25.0, 100.0], ""y_thresholds"": [-0.01461511755822933, 0.0006923601100165453, 0.009805089248089715, 0.009805089248089715, 0.015637273727473852, 0.015637273727473852]}"
topsis_category,3,21,-84.764113,-80.0,-71.250147,-60.0,"{""criteria"": [[0.08606904024295581, 2.067301492374416, 0.010036484388561964, 1.0, 0.9215109148883983], [0.015685978056520927, 0.3467265972446157, 0.004112959657421577, 0.0, 0.9806230071130734], [0.03495544678143024, 0.884114113136643, 0.0013266416732239557, 1.0, 0.129261712043169], [0.07188935828830105, 1.5629061583291062, 0.008231967287576705, 1.0, 0.8486632327691931]], ""criteria_weights"": ""equal""}"
topsis_action,3,21,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.5879265091863517, ""mean_utility"": 0.016784417703749676, ""n"": 1143.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1143.0}, ""sell"": {""hit_rate"": 0.38320209973753283, ""mean_utility"": -0.018784417703749678, ""n"": 1143.0}, ""strong_buy"": {""hit_rate"": 0.5879265091863517, ""mean_utility"": 0.016784417703749676, ""n"": 1143.0}, ""strong_sell"": {""hit_rate"": 0.38320209973753283, ""mean_utility"": -0.018784417703749678, ""n"": 1143.0}}, ""hold"": {""buy"": {""hit_rate"": 0.5331412103746398, ""mean_utility"": 0.008269682674485272, ""n"": 347.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 347.0}, ""sell"": {""hit_rate"": 0.45244956772334294, ""mean_utility"": -0.010269682674485272, ""n"": 347.0}, ""strong_buy"": {""hit_rate"": 0.5331412103746398, ""mean_utility"": 0.008269682674485272, ""n"": 347.0}, ""strong_sell"": {""hit_rate"": 0.45244956772334294, ""mean_utility"": -0.010269682674485272, ""n"": 347.0}}, ""sell"": {""buy"": {""hit_rate"": 0.5458392101551481, ""mean_utility"": 0.008610192435702609, ""n"": 709.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 709.0}, ""sell"": {""hit_rate"": 0.43723554301833567, ""mean_utility"": -0.010610192435702609, ""n"": 709.0}, ""strong_buy"": {""hit_rate"": 0.5458392101551481, ""mean_utility"": 0.008610192435702609, ""n"": 709.0}, ""strong_sell"": {""hit_rate"": 0.43723554301833567, ""mean_utility"": -0.010610192435702609, ""n"": 709.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5564356435643565, ""mean_utility"": 0.012207387029569668, ""n"": 1010.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1010.0}, ""sell"": {""hit_rate"": 0.41089108910891087, ""mean_utility"": -0.01420738702956967, ""n"": 1010.0}, ""strong_buy"": {""hit_rate"": 0.5564356435643565, ""mean_utility"": 0.012207387029569668, ""n"": 1010.0}, ""strong_sell"": {""hit_rate"": 0.41089108910891087, ""mean_utility"": -0.01420738702956967, ""n"": 1010.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.4804147465437788, ""mean_utility"": 0.0003499371428193484, ""n"": 868.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 868.0}, ""sell"": {""hit_rate"": 0.5011520737327189, ""mean_utility"": -0.00234993714281935, ""n"": 868.0}, ""strong_buy"": {""hit_rate"": 0.4804147465437788, ""mean_utility"": 0.0003499371428193484, ""n"": 868.0}, ""strong_sell"": {""hit_rate"": 0.5011520737327189, ""mean_utility"": -0.00234993714281935, ""n"": 868.0}}}}"
ahp_topsis_prior,3,21,-86.904611,-80.794106,-80.0,-60.0,"{""criteria"": [[0.08606904024295581, 2.067301492374416, 0.010036484388561964, 1.0, 0.9215109148883983], [0.015685978056520927, 0.3467265972446157, 0.004112959657421577, 0.0, 0.9806230071130734], [0.03495544678143024, 0.884114113136643, 0.0013266416732239557, 1.0, 0.129261712043169], [0.07188935828830105, 1.5629061583291062, 0.008231967287576705, 1.0, 0.8486632327691931]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
baseline_fixed,4,21,-50.0,-15.0,15.0,50.0,{}
threshold_optimized,4,21,-80.0,-75.0,-66.666667,-60.0,{}
ridge_linear,4,21,-80.0,-30.0,13.035411,15.0,"{""feature_means"": {""momentum"": 10.172413793103448, ""oscillation"": -5.862068965517241, ""tendance"": 12.982758620689655, ""volume"": 20.482758620689655}, ""feature_stds"": {""momentum"": 98.26058562453743, ""oscillation"": 33.375320365690655, ""tendance"": 95.06114028555524, ""volume"": 91.45061629084965}}"
isotonic_calibrated,4,21,-80.0,-60.0,-50.0,-30.0,"{""increasing"": true, ""x_thresholds"": [-100.0, -75.0, -66.66666666666667, 0.0, 25.0, 100.0], ""y_thresholds"": [-0.043134978092585666, 0.0013872061514513113, 0.007637683006854318, 0.007637683006854318, 0.011569310290484077, 0.011569310290484077]}"
topsis_category,4,21,-97.229502,-94.459003,-50.0,-37.16237,"{""criteria"": [[0.08127508877470546, 2.2392478387968016, 0.009370990016444395, 1.0, 0.9205172413793103], [0.01896156141874618, 0.49373839212047327, 0.002615089619406848, 0.0, 0.9758620689655172], [0.021985425316553665, 0.7005618656068604, 0.0007708696535242195, 0.0, 0.11482758620689655], [0.05276121536266549, 1.3819324358785416, 0.001994684026555135, 1.0, 0.8782758620689655]], ""criteria_weights"": ""equal""}"
topsis_action,4,21,-50.0,-15.0,15.0,50.0,"{""bucket_action_stats"": {""buy"": {""buy"": {""hit_rate"": 0.5805837563451777, ""mean_utility"": 0.013258676508269906, ""n"": 1576.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1576.0}, ""sell"": {""hit_rate"": 0.3902284263959391, ""mean_utility"": -0.015258676508269906, ""n"": 1576.0}, ""strong_buy"": {""hit_rate"": 0.5805837563451777, ""mean_utility"": 0.013258676508269906, ""n"": 1576.0}, ""strong_sell"": {""hit_rate"": 0.3902284263959391, ""mean_utility"": -0.015258676508269906, ""n"": 1576.0}}, ""hold"": {""buy"": {""hit_rate"": 0.5460674157303371, ""mean_utility"": 0.003687356974688916, ""n"": 445.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 445.0}, ""sell"": {""hit_rate"": 0.43595505617977526, ""mean_utility"": -0.005687356974688916, ""n"": 445.0}, ""strong_buy"": {""hit_rate"": 0.5460674157303371, ""mean_utility"": 0.003687356974688916, ""n"": 445.0}, ""strong_sell"": {""hit_rate"": 0.43595505617977526, ""mean_utility"": -0.005687356974688916, ""n"": 445.0}}, ""sell"": {""buy"": {""hit_rate"": 0.555337904015671, ""mean_utility"": 0.007285741486998404, ""n"": 1021.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1021.0}, ""sell"": {""hit_rate"": 0.42703232125367285, ""mean_utility"": -0.009285741486998404, ""n"": 1021.0}, ""strong_buy"": {""hit_rate"": 0.555337904015671, ""mean_utility"": 0.007285741486998404, ""n"": 1021.0}, ""strong_sell"": {""hit_rate"": 0.42703232125367285, ""mean_utility"": -0.009285741486998404, ""n"": 1021.0}}, ""strong_buy"": {""buy"": {""hit_rate"": 0.5652724968314322, ""mean_utility"": 0.00788335264838617, ""n"": 1578.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1578.0}, ""sell"": {""hit_rate"": 0.40747782002534855, ""mean_utility"": -0.009883352648386171, ""n"": 1578.0}, ""strong_buy"": {""hit_rate"": 0.5652724968314322, ""mean_utility"": 0.00788335264838617, ""n"": 1578.0}, ""strong_sell"": {""hit_rate"": 0.40747782002534855, ""mean_utility"": -0.009883352648386171, ""n"": 1578.0}}, ""strong_sell"": {""buy"": {""hit_rate"": 0.4906779661016949, ""mean_utility"": -0.00046345647863763945, ""n"": 1180.0}, ""hold"": {""hit_rate"": 0.0, ""mean_utility"": 0.0, ""n"": 1180.0}, ""sell"": {""hit_rate"": 0.48898305084745763, ""mean_utility"": -0.0015365435213623624, ""n"": 1180.0}, ""strong_buy"": {""hit_rate"": 0.4906779661016949, ""mean_utility"": -0.00046345647863763945, ""n"": 1180.0}, ""strong_sell"": {""hit_rate"": 0.48898305084745763, ""mean_utility"": -0.0015365435213623624, ""n"": 1180.0}}}}"
ahp_topsis_prior,4,21,-96.618096,-93.236191,-50.0,-35.889766,"{""criteria"": [[0.08127508877470546, 2.2392478387968016, 0.009370990016444395, 1.0, 0.9205172413793103], [0.01896156141874618, 0.49373839212047327, 0.002615089619406848, 0.0, 0.9758620689655172], [0.021985425316553665, 0.7005618656068604, 0.0007708696535242195, 0.0, 0.11482758620689655], [0.05276121536266549, 1.3819324358785416, 0.001994684026555135, 1.0, 0.8782758620689655]], ""criteria_weights"": [0.45, 0.2, 0.2, 0.1, 0.05]}"
